t_d,pH,COD_mg/L,NH3_N_mg/L,TN_mg/L,TP_mg/L,qvm_L/s,,,,,,,,,,,,,,,,
1308,6.427,87.583,11.815,21.751,1.508,370.31,,,,,,,,,,,,,,,,
1309,6.515,87.083,10.089,22.197,1.446,369.64,,,,,,,,,,,,,,,,
1310,6.476,74.276,10.32,17.229,1.337,368.21,,,,,,,,,,,,,,,,
1311,6.489,94.12,10.834,20.582,1.531,363,,,,,,,,,,,,,,,,
1312,6.539,82.567,10.976,21.955,1.48,362.58,,,,,,,,,,,,,,,,
1313,6.438,88.886,11.026,21.603,1.32,363.56,,,,,,,,,,,,,,,,
1314,6.416,106.686,11.237,23.412,1.445,366.08,,,,,,,,,,,,,,,,
1315,6.405,98.177,10.397,25.308,1.391,364.98,,,,,,,,,,,,,,,,
1316,6.349,71.465,11.136,21.084,1.317,360.75,,,,,,,,,,,,,,,,
1317,6.256,88.821,9.667,24.294,1.597,369.1,,,,,,,,,,,,,,,,
1318,6.272,107.508,11.157,21.621,1.418,368.86,,,,,,,,,,,,,,,,
1319,6.38,96.119,11.399,23.341,1.509,367.92,,,,,,,,,,,,,,,,
1320,6.421,86.542,11.225,24.36,1.579,358.97,,,,,,,,,,,,,,,,
1321,6.264,100.425,11.998,24.871,1.834,366.04,,,,,,,,,,,,,,,,
1322,6.184,101.329,11.484,28.128,1.75,372.83,,,,,,,,,,,,,,,,
1323,6.442,95.643,12.221,27.456,1.877,360.46,,,,,,,,,,,,,,,,
1324,6.435,85.745,12.104,28.749,1.746,365.36,,,,,,,,,,,,,,,,
1325,6.391,89.327,11.968,24.193,1.601,367.14,,,,,,,,,,,,,,,,
1326,6.396,77.257,10.662,31.027,1.763,364.45,,,,,,,,,,,,,,,,
1327,6.471,70.662,11.016,29.328,1.702,361.4,,,,,,,,,,,,,,,,
1328,6.36,71.86,11.067,33.572,1.741,363.87,,,,,,,,,,,,,,,,
1329,6.251,70.372,11.119,32.543,1.697,366.72,,,,,,,,,,,,,,,,
1330,6.404,70.502,10.968,17.476,1.58,365.73,,,,,,,,,,,,,,,,
1331,6.253,139.541,11.188,19.807,1.905,361,,,,,,,,,,,,,,,,
1332,6.136,105.659,12.003,15.851,1.362,364.21,,,,,,,,,,,,,,,,
1333,6.249,98.684,9.9,14.807,1.292,363.81,,,,,,,,,,,,,,,,
1334,6.262,66.529,9.479,14.094,1.323,367.17,,,,,,,,,,,,,,,,
1335,6.39,68.866,10.913,15.723,1.271,364.84,,,,,,,,,,,,,,,,
1336,6.369,81.499,9.859,13.839,1.347,365,,,,,,,,,,,,,,,,
1337,6.381,84.402,6.271,15.698,1.32,364.15,,,,,,,,,,,,,,,,
1338,6.469,51.373,7.866,11.489,1.234,370.05,,,,,,,,,,,,,,,,
1339,6.341,68.596,8.537,10.106,1.211,367.35,,,,,,,,,,,,,,,,
1340,6.339,66.425,7.332,15.081,1.044,363.07,,,,,,,,,,,,,,,,
1341,6.474,72.744,7.426,9.773,1.14,367.19,,,,,,,,,,,,,,,,
1342,6.46,65.576,7.449,11.686,1.095,368,,,,,,,,,,,,,,,,
1343,6.404,64.706,7.229,12.691,1.163,360.06,,,,,,,,,,,,,,,,
1344,6.443,58.801,7.557,9.556,1.131,362.47,,,,,,,,,,,,,,,,
1345,6.51,63.299,7.738,11.291,1.177,367.03,,,,,,,,,,,,,,,,
1346,6.646,68.277,8.181,10.651,1.188,366.14,,,,,,,,,,,,,,,,
1347,6.619,73.736,8.549,9.979,1.13,366.46,,,,,,,,,,,,,,,,
1348,6.603,79.918,8.888,16.923,1.144,367.86,,,,,,,,,,,,,,,,
1349,6.551,78.798,8.656,12.698,1.179,365.12,,,,,,,,,,,,,,,,
1350,6.518,72.639,8.657,10.607,1.148,368.66,,,,,,,,,,,,,,,,
1351,6.542,75.976,8.995,13.669,1.137,368.27,,,,,,,,,,,,,,,,
1352,6.478,79.437,9.164,14.262,1.138,367.6,,,,,,,,,,,,,,,,
1353,6.513,68.954,9.013,14.597,1.09,374.67,,,,,,,,,,,,,,,,
1354,6.403,76.006,8.868,19.033,1.012,365.75,,,,,,,,,,,,,,,,
1355,6.332,54.088,8.01,18.499,1.068,365.57,,,,,,,,,,,,,,,,
1356,6.401,59.183,8.555,12.552,1.132,366.92,,,,,,,,,,,,,,,,
1357,6.455,59.12,8.784,19.184,1.291,372.43,,,,,,,,,,,,,,,,
1358,6.41,61.177,8.502,14.529,1.318,366.47,,,,,,,,,,,,,,,,
1359,6.427,70.133,8.669,15.238,1.107,364.03,,,,,,,,,,,,,,,,
1360,6.552,56.412,8.891,10.52,1.146,362.48,,,,,,,,,,,,,,,,
1361,6.499,125.86,9.624,13.385,1.6,364.3,,,,,,,,,,,,,,,,
1362,6.466,53.374,8.385,10.317,1.077,361.59,,,,,,,,,,,,,,,,
1363,6.506,40.272,7.981,10.324,1.057,369.93,,,,,,,,,,,,,,,,
1364,6.476,29.078,8.103,10.287,1.102,362.34,,,,,,,,,,,,,,,,
1365,4.827,50.176,7.835,10.343,1.019,365.9,,,,,,,,,,,,,,,,
1366,3.79,69.1,8.016,11.193,1.153,365.86,,,,,,,,,,,,,,,,
1367,4.019,52.781,8.28,13.2,1.185,362.67,,,,,,,,,,,,,,,,
1368,3.988,49.496,7.95,15.907,1.158,222.36,,,,,,,,,,,,,,,,
1369,5.045,81.767,8.216,12.644,1.149,357.22,,,,,,,,,,,,,,,,
1370,7.333,82.936,8.256,16.039,1.133,360.88,,,,,,,,,,,,,,,,
1371,7.434,87.839,8.441,19.624,1.191,366.09,,,,,,,,,,,,,,,,
1372,7.519,101.53,9.473,16.363,1.222,366.11,,,,,,,,,,,,,,,,
1373,7.591,106.104,8.987,20.875,1.135,363.23,,,,,,,,,,,,,,,,
1374,7.649,76.474,8.076,14.776,1.13,366.67,,,,,,,,,,,,,,,,
1375,7.634,59.796,7.601,19.464,1.198,366.35,,,,,,,,,,,,,,,,
1376,7.652,57.981,8.48,15.285,1.221,367.95,,,,,,,,,,,,,,,,
1377,7.652,63.599,8.261,17.658,1.176,369.46,,,,,,,,,,,,,,,,
1378,7.982,70.207,7.265,15.354,1.131,361.75,,,,,,,,,,,,,,,,
1379,8.022,59.526,7.619,12.628,1.212,355.53,,,,,,,,,,,,,,,,
1380,8.019,59.856,8.298,12.509,1.113,367.96,,,,,,,,,,,,,,,,
1381,7.893,49.36,8.64,16.171,1.02,367.85,,,,,,,,,,,,,,,,
1382,7.952,51.549,8.414,12.565,0.973,363.62,,,,,,,,,,,,,,,,
1383,7.931,53.124,8.215,14.621,1.066,369.12,,,,,,,,,,,,,,,,
1384,7.972,53.497,8.402,14.93,0.945,366.42,,,,,,,,,,,,,,,,
1385,7.973,53.323,7.703,17.018,0.92,367.64,,,,,,,,,,,,,,,,
1386,7.97,52.54,7.378,17.117,0.889,378.18,,,,,,,,,,,,,,,,
1387,7.914,54.525,7.484,16.52,0.957,375.77,,,,,,,,,,,,,,,,
1388,7.911,57.22,7.308,14.242,0.934,374.31,,,,,,,,,,,,,,,,
1389,7.93,57.14,7.417,15.635,0.907,374.5,,,,,,,,,,,,,,,,
1390,7.964,89.88,7.298,17.12,1.742,377.72,,,,,,,,,,,,,,,,
1391,7.932,55.506,7.143,16.492,1.034,376.99,,,,,,,,,,,,,,,,
1392,7.951,58.135,7.565,14.461,0.962,377.67,,,,,,,,,,,,,,,,
1393,7.956,58.785,7.559,15.11,0.901,380.44,,,,,,,,,,,,,,,,
1394,7.949,45.803,7.202,21.638,0.78,378.46,,,,,,,,,,,,,,,,
1395,7.943,49.315,7.505,15.406,0.774,377.38,,,,,,,,,,,,,,,,
1396,7.962,52.953,8.552,16.31,0.763,361.43,,,,,,,,,,,,,,,,
1397,7.986,55.812,8.049,18.018,0.848,365.37,,,,,,,,,,,,,,,,
1398,7.97,52.154,7.703,15.675,0.957,359.08,,,,,,,,,,,,,,,,
1399,7.929,49.81,7.586,13.812,1.02,317.9,,,,,,,,,,,,,,,,
1400,7.933,50.601,6.617,12.85,1.021,376.34,,,,,,,,,,,,,,,,
1401,7.919,48.772,6.938,13.709,1.112,377.37,,,,,,,,,,,,,,,,
1402,7.918,49.591,5.988,10.67,0.995,373.13,,,,,,,,,,,,,,,,
1403,7.915,51.619,7.738,16.326,1.013,376.14,,,,,,,,,,,,,,,,
1404,7.863,51.494,7.633,17.711,0.94,374.73,,,,,,,,,,,,,,,,
1405,7.835,46.955,7.5,13.245,1.105,377.32,,,,,,,,,,,,,,,,
1406,7.957,47.5,7.53,13.117,1.095,378.82,,,,,,,,,,,,,,,,
1407,7.812,48.641,7.545,11.82,1.069,379.02,,,,,,,,,,,,,,,,
1408,7.824,47.099,7.544,13.5,0.962,373.74,,,,,,,,,,,,,,,,
1409,7.952,49.711,8.072,12.13,0.951,363.23,,,,,,,,,,,,,,,,
1410,7.81,43.257,6.243,14.368,0.896,373.05,,,,,,,,,,,,,,,,
1411,7.645,90.382,9.209,13.383,0.763,367.08,,,,,,,,,,,,,,,,
1412,7.528,147.319,14.823,16.561,0.967,374.14,,,,,,,,,,,,,,,,
1413,7.307,148.166,14.339,22.761,1.573,368.19,,,,,,,,,,,,,,,,
1414,7.322,120.058,11.276,15.821,1.235,369.54,,,,,,,,,,,,,,,,
1415,7.439,68.844,10.173,14.454,1.113,372.1,,,,,,,,,,,,,,,,
1416,7.656,71.342,11.074,13.077,0.942,381.33,,,,,,,,,,,,,,,,
1417,7.848,78.997,11.203,12.927,0.937,376.08,,,,,,,,,,,,,,,,
1418,7.87,68.696,11.043,15.958,0.975,371.38,,,,,,,,,,,,,,,,
1419,7.877,68.397,11.227,10.246,0.836,375.91,,,,,,,,,,,,,,,,
1420,7.813,66.234,10.851,15.086,1.043,377.43,,,,,,,,,,,,,,,,
1421,7.663,64.007,10.69,11.525,0.968,374.52,,,,,,,,,,,,,,,,
1422,7.638,96.617,11.042,14.091,1.315,381.34,,,,,,,,,,,,,,,,
1423,7.76,66.673,12.361,16.79,1.036,378.6,,,,,,,,,,,,,,,,
1424,7.756,67.956,12.253,13.945,0.814,373.78,,,,,,,,,,,,,,,,
1425,7.793,67.505,11.886,14.986,0.806,380.02,,,,,,,,,,,,,,,,
1426,7.688,74.852,11.881,10.219,0.771,381.84,,,,,,,,,,,,,,,,
1427,7.736,69.026,11.729,12.267,0.846,373.32,,,,,,,,,,,,,,,,
1428,7.721,65.18,11.138,11.624,0.868,382.07,,,,,,,,,,,,,,,,
1429,7.779,73.267,11.727,12.33,0.921,373.16,,,,,,,,,,,,,,,,
1430,7.729,70.492,12.009,11.134,0.975,362.65,,,,,,,,,,,,,,,,
1431,7.737,75.193,12.719,15.822,1.02,377.94,,,,,,,,,,,,,,,,
1432,7.798,68.459,11.407,13.54,0.823,356.27,,,,,,,,,,,,,,,,
1433,7.889,71.507,11.056,10.656,0.793,375.11,,,,,,,,,,,,,,,,
1434,7.851,74.389,11.3,11.648,0.706,372.89,,,,,,,,,,,,,,,,
1435,7.867,70.684,11.19,13.126,0.865,372.24,,,,,,,,,,,,,,,,
1436,7.861,69.309,11.247,16.72,0.863,379.38,,,,,,,,,,,,,,,,
1437,7.883,65.84,11.25,14.967,0.796,382.27,,,,,,,,,,,,,,,,
1438,8.024,69.275,11.517,13.418,1.017,379.64,,,,,,,,,,,,,,,,
1439,8.021,64.319,11.222,17.502,1.47,379.3,,,,,,,,,,,,,,,,
1440,8.003,65.652,11.093,17.367,1.208,374.15,,,,,,,,,,,,,,,,
1441,8,67.376,11.082,18.212,1.387,373.53,,,,,,,,,,,,,,,,
1442,7.97,63.54,11.067,19.023,1.292,378.32,,,,,,,,,,,,,,,,
1443,7.984,79.835,11.979,15.749,1.11,376.54,,,,,,,,,,,,,,,,
1444,7.967,82.301,12.879,24.707,1.079,376.14,,,,,,,,,,,,,,,,
1445,7.997,77.613,12.102,15.566,0.923,378.57,,,,,,,,,,,,,,,,
1446,8.002,96.249,14.182,13.29,0.773,380.34,,,,,,,,,,,,,,,,
1447,7.997,83.615,5.81,14.552,0.747,370.94,,,,,,,,,,,,,,,,
1448,8.014,68.419,8.879,16.718,0.827,376.08,,,,,,,,,,,,,,,,
1449,7.993,64.952,13.498,16.388,0.847,376.82,,,,,,,,,,,,,,,,
1450,8,74.46,12.422,22.117,1.138,303.44,,,,,,,,,,,,,,,,
1451,7.97,66.995,9.951,20.604,1.168,349.58,,,,,,,,,,,,,,,,
1452,7.893,98.576,11.702,17.748,1.325,322.69,,,,,,,,,,,,,,,,
1453,7.885,84.652,12.125,14.392,0.956,353.28,,,,,,,,,,,,,,,,
1454,7.854,71.227,11.893,13.428,1.051,350.67,,,,,,,,,,,,,,,,
1455,7.971,63.021,11.791,12.596,0.95,341.53,,,,,,,,,,,,,,,,
1456,7.873,51.382,12.91,13.867,0.961,316.63,,,,,,,,,,,,,,,,
1457,7.937,60.546,12.102,15.813,0.865,353.11,,,,,,,,,,,,,,,,
1458,7.826,56.653,11.676,16.134,0.924,350.45,,,,,,,,,,,,,,,,
1459,7.713,76.881,10.668,13.839,0.921,349.89,,,,,,,,,,,,,,,,
1460,7.663,86.946,11.538,14.428,0.941,338.75,,,,,,,,,,,,,,,,
1461,7.642,86.264,11.413,14.36,0.921,368.95,,,,,,,,,,,,,,,,
1462,7.628,100.722,11.765,15.616,0.882,363.26,,,,,,,,,,,,,,,,
1463,7.621,87.877,11.562,14.132,0.912,368.53,,,,,,,,,,,,,,,,
1464,7.665,81.94,11.689,13.906,0.973,377.25,,,,,,,,,,,,,,,,
1465,7.626,88.387,12.17,11.384,1.02,374.34,,,,,,,,,,,,,,,,
1466,7.657,94.748,11.906,16.648,1.012,368.73,,,,,,,,,,,,,,,,
1467,7.619,84.577,12.209,12.721,1.085,373.41,,,,,,,,,,,,,,,,
1468,7.654,94.639,12.189,13.575,1.131,373.69,,,,,,,,,,,,,,,,
1469,7.885,91.569,12.323,12.569,1.074,375.24,,,,,,,,,,,,,,,,
1470,7.947,114.999,12.136,11.086,1.278,379.55,,,,,,,,,,,,,,,,
1471,7.978,100.6,12.103,12.228,1.171,375.29,,,,,,,,,,,,,,,,
1472,8.003,110.744,12.262,12.213,1.067,375.08,,,,,,,,,,,,,,,,
1473,7.966,160.258,12.242,15.624,1.028,363.4,,,,,,,,,,,,,,,,
1474,7.999,114.696,12.632,14.944,1.004,358.59,,,,,,,,,,,,,,,,
1475,8.008,114.569,12.51,17.469,0.994,376.72,,,,,,,,,,,,,,,,
1476,8.008,117.462,12.716,10.053,0.992,357.99,,,,,,,,,,,,,,,,
1477,8.036,118.021,12.706,15.962,1.143,370.02,,,,,,,,,,,,,,,,
1478,8.015,141.048,12.31,9.811,1.17,348.77,,,,,,,,,,,,,,,,
1479,7.998,121.147,12.464,10.921,1.166,352.8,,,,,,,,,,,,,,,,
1480,8.007,143.441,12.558,15.959,1.325,353.69,,,,,,,,,,,,,,,,
1481,8.029,113.654,12.297,12.011,1.022,364.11,,,,,,,,,,,,,,,,
1482,8.008,102.403,12.116,14.093,1.096,360.15,,,,,,,,,,,,,,,,
1483,8.035,89.014,11.94,15.23,1.264,356.3,,,,,,,,,,,,,,,,
1484,7.852,93.217,12.314,15.603,1.296,353.96,,,,,,,,,,,,,,,,
1485,7.614,123.028,13.846,14.595,1.287,355.87,,,,,,,,,,,,,,,,
1486,7.712,130.738,13.903,20.192,1.274,354.96,,,,,,,,,,,,,,,,
1487,7.705,140.23,11.612,15.615,1.29,353.07,,,,,,,,,,,,,,,,
1488,7.577,138.122,6.929,8.506,3.632,353.08,,,,,,,,,,,,,,,,
1489,7.437,172.151,7.215,22.25,1.319,344.09,,,,,,,,,,,,,,,,
1490,7.077,144.058,11.002,18.936,1.393,354.71,,,,,,,,,,,,,,,,
1491,7.088,140.599,14.581,17.448,1.317,358.59,,,,,,,,,,,,,,,,
1492,7.342,140.897,14.691,16.127,1.394,357.18,,,,,,,,,,,,,,,,
1493,7.34,133.473,14.493,15.845,1.379,358.28,,,,,,,,,,,,,,,,
1494,7.444,134.557,14.49,15.331,1.328,354.74,,,,,,,,,,,,,,,,
1495,7.497,132.439,14.361,15.476,1.363,350.34,,,,,,,,,,,,,,,,
1496,7.421,125.849,13.932,14.119,1.452,351.09,,,,,,,,,,,,,,,,
1497,7.484,124.535,13.553,14.22,1.532,352.36,,,,,,,,,,,,,,,,
1498,7.411,127.431,13.606,12.823,1.439,344.88,,,,,,,,,,,,,,,,
1499,7.306,109.653,14.623,18.738,1.991,306.5,,,,,,,,,,,,,,,,
1500,7.213,116.443,12.899,18.971,2.003,299.84,,,,,,,,,,,,,,,,
1501,7.338,127.611,12.849,17.328,1.75,354.61,,,,,,,,,,,,,,,,
1502,7.361,110.613,8.246,16.135,1.562,358.33,,,,,,,,,,,,,,,,
1503,7.385,138.833,9.437,17.947,1.57,355.59,,,,,,,,,,,,,,,,
1504,7.27,137.653,15.147,20.114,1.84,348.24,,,,,,,,,,,,,,,,
1505,7.517,136.876,12.616,18.957,1.93,356.8,,,,,,,,,,,,,,,,
1506,7.49,151.309,13.527,20.152,2.1,343.05,,,,,,,,,,,,,,,,
1507,7.37,139.482,15.756,21.227,2.102,345.35,,,,,,,,,,,,,,,,
1508,7.498,134.904,13.465,21.407,2.127,357.96,,,,,,,,,,,,,,,,
1509,7.47,140.976,13.814,20.233,1.808,352.87,,,,,,,,,,,,,,,,
1510,7.376,148.252,13.945,16.062,1.258,348,,,,,,,,,,,,,,,,
1511,7.375,141.432,12.539,15.799,1.222,357.82,,,,,,,,,,,,,,,,
1512,7.415,175.375,13.137,17.113,1.604,349.71,,,,,,,,,,,,,,,,
1513,7.434,146.399,12.92,14.811,1.477,355.36,,,,,,,,,,,,,,,,
1514,7.389,151.506,12.689,18.622,1.464,352.39,,,,,,,,,,,,,,,,
1515,7.401,115.467,14.098,15.663,1.5,354.39,,,,,,,,,,,,,,,,
1516,7.414,106.848,13.637,25.862,2.215,362.97,,,,,,,,,,,,,,,,
1517,7.449,110.941,13.2,22.471,2.343,361.88,,,,,,,,,,,,,,,,
1518,7.453,103.1,12.716,22.918,2.073,355.7,,,,,,,,,,,,,,,,
1519,7.408,98.327,11.961,21.262,2.128,353.68,,,,,,,,,,,,,,,,
1520,7.413,99,12.133,21.59,1.808,368.01,,,,,,,,,,,,,,,,
1521,7.374,121.981,12.869,23.678,2.046,354.74,,,,,,,,,,,,,,,,
1522,7.476,123.254,9.513,19.927,2.16,356.08,,,,,,,,,,,,,,,,
1523,7.412,125.283,11.6,19.972,2.194,354.97,,,,,,,,,,,,,,,,
1524,7.786,174.878,12.365,19.788,1.963,357.26,,,,,,,,,,,,,,,,
1525,7.924,128.253,12.927,17.518,1.956,357.56,,,,,,,,,,,,,,,,
1526,7.975,111.069,14.465,19.352,2.164,348.63,,,,,,,,,,,,,,,,
1527,7.947,124.762,12.82,17,1.922,360.25,,,,,,,,,,,,,,,,
1528,7.912,127.76,15.711,15.61,1.62,356.78,,,,,,,,,,,,,,,,
1529,7.901,131.61,15.145,19.645,1.467,354.33,,,,,,,,,,,,,,,,
1530,7.807,138.159,12.63,20.013,1.602,354.7,,,,,,,,,,,,,,,,
1531,7.48,151.34,12.92,15.754,1.466,344.78,,,,,,,,,,,,,,,,
1532,7.44,173.309,13.061,12.443,1.725,341.11,,,,,,,,,,,,,,,,
1533,7.536,167.56,11.67,13.964,2.049,350.88,,,,,,,,,,,,,,,,
1534,7.646,148.702,13.255,17.524,2.555,348.73,,,,,,,,,,,,,,,,
1535,7.771,111.525,12.902,16.174,2.193,356.18,,,,,,,,,,,,,,,,
1536,7.825,129.861,13.916,15.224,2.489,359.65,,,,,,,,,,,,,,,,
1537,7.933,278.024,13.583,14.112,1.361,355.4,,,,,,,,,,,,,,,,
1538,7.878,137.251,13.627,13.397,1.276,357.84,,,,,,,,,,,,,,,,
1539,7.894,153.763,14.337,15.249,1.56,360.02,,,,,,,,,,,,,,,,
1540,7.869,146.38,14.332,16.486,1.414,356.36,,,,,,,,,,,,,,,,
1541,7.86,161.857,13.716,16.198,1.675,353.95,,,,,,,,,,,,,,,,
1542,7.798,125.057,13.898,14.926,1.319,352.58,,,,,,,,,,,,,,,,
1543,7.6,81.711,14.189,16.611,1.322,350.21,,,,,,,,,,,,,,,,
1544,7.358,73.111,13.405,12.102,1.102,354.06,,,,,,,,,,,,,,,,
1545,7.409,78.828,12.455,16.074,1.474,352.19,,,,,,,,,,,,,,,,
1546,7.438,88.352,13.512,15.21,1.544,351.39,,,,,,,,,,,,,,,,
1547,7.415,100.403,14.235,17.721,1.489,356.98,,,,,,,,,,,,,,,,
1548,7.414,113.071,14.162,15.992,1.458,355.19,,,,,,,,,,,,,,,,
1549,7.338,138.986,12.624,19.666,1.212,352.74,,,,,,,,,,,,,,,,
1550,7.423,141.022,13.025,16.426,1.342,357.51,,,,,,,,,,,,,,,,
1551,7.476,131.836,13.248,13.535,1.33,356.13,,,,,,,,,,,,,,,,
1552,7.496,154.317,12.619,13.04,1.176,360.33,,,,,,,,,,,,,,,,
1553,7.438,147.142,12.979,10.984,0.94,359.83,,,,,,,,,,,,,,,,
1554,7.473,150.059,13.499,11.626,0.941,360.8,,,,,,,,,,,,,,,,
1555,7.333,177.145,13.621,14.37,1.03,355.09,,,,,,,,,,,,,,,,
1556,7.565,139.292,11.466,16.222,1.023,358.74,,,,,,,,,,,,,,,,
1557,7.393,87.292,14.765,19.748,1.172,353.72,,,,,,,,,,,,,,,,
1558,7.406,98.557,11.993,21.173,1.613,351.26,,,,,,,,,,,,,,,,
1559,7.416,112.663,11.021,17.491,1.36,358.62,,,,,,,,,,,,,,,,
1560,7.42,111.345,8.971,18.134,1.642,356.4,,,,,,,,,,,,,,,,
1561,7.559,112.135,13.326,17.762,1.623,359.38,,,,,,,,,,,,,,,,
1562,7.371,112.987,12.762,15.794,1.931,359.46,,,,,,,,,,,,,,,,
1563,7.488,130.121,12.986,22.023,2.477,330.66,,,,,,,,,,,,,,,,
1564,7.892,147.021,13.603,20.935,2.498,358.6,,,,,,,,,,,,,,,,
1565,7.775,113.675,14.017,20.928,1.793,355.63,,,,,,,,,,,,,,,,
1566,7.824,130.096,14.399,19.039,1.828,357.04,,,,,,,,,,,,,,,,
1567,7.835,164.896,14.352,18.944,1.96,355.3,,,,,,,,,,,,,,,,
1568,7.851,117.978,15.153,15.615,1.552,350.6,,,,,,,,,,,,,,,,
1569,7.798,135.003,13.179,13.817,1.158,359.41,,,,,,,,,,,,,,,,
1570,7.717,125.423,13.071,18.424,1.124,354.86,,,,,,,,,,,,,,,,
1571,7.557,166.558,13.126,20.222,1.27,351.95,,,,,,,,,,,,,,,,
1572,7.553,137.499,13.578,11.665,0.937,360.8,,,,,,,,,,,,,,,,
1573,7.73,98.264,14.136,16.159,1.41,354.1,,,,,,,,,,,,,,,,
1574,7.71,80.824,14.045,13.836,1.096,356.65,,,,,,,,,,,,,,,,
1575,7.681,93.075,14.749,12.032,0.974,357.52,,,,,,,,,,,,,,,,
1576,7.617,115.757,18.671,12.763,1.134,354.83,,,,,,,,,,,,,,,,
1577,7.564,119.644,21.232,22.228,1.626,352.01,,,,,,,,,,,,,,,,
1578,7.541,131.699,19.815,25.417,1.945,360.07,,,,,,,,,,,,,,,,
1579,7.515,118.425,9.796,28.125,1.33,346.11,,,,,,,,,,,,,,,,
1580,7.506,99.741,6.857,29.261,1.445,353.48,,,,,,,,,,,,,,,,
1581,7.451,108.422,10.34,35.114,1.934,364.68,,,,,,,,,,,,,,,,
1582,7.56,108.029,6.806,35.956,1.789,359.94,,,,,,,,,,,,,,,,
1583,7.357,134.158,12.915,27.123,1.743,357.44,,,,,,,,,,,,,,,,
1584,7.156,172.289,18.744,23.225,1.748,352.63,,,,,,,,,,,,,,,,
1585,7.256,161.97,17.619,22.054,1.676,354.16,,,,,,,,,,,,,,,,
1586,7.466,144.487,17.733,23.986,1.437,355.99,,,,,,,,,,,,,,,,
1587,7.433,144.16,18.158,21.263,1.693,347.98,,,,,,,,,,,,,,,,
1588,7.353,149.28,18.743,28.106,2.024,356.64,,,,,,,,,,,,,,,,
1589,7.392,166.963,19.175,28.473,2.174,353.57,,,,,,,,,,,,,,,,
1590,7.471,156.111,19.81,22.155,1.925,342.06,,,,,,,,,,,,,,,,
1591,7.51,164.125,20.205,20.049,1.709,351.15,,,,,,,,,,,,,,,,
1592,7.728,165.202,21.171,19.47,1.461,329.79,,,,,,,,,,,,,,,,
1593,7.851,178.769,22.411,16.022,0.76,357.04,,,,,,,,,,,,,,,,
1594,7.817,180.169,23.532,24.729,1.772,362.98,,,,,,,,,,,,,,,,
1595,7.719,206.039,21.28,19.58,1.312,358.23,,,,,,,,,,,,,,,,
1596,7.621,150.463,16.875,21.353,1.392,358.8,,,,,,,,,,,,,,,,
1597,7.453,147.089,20.399,25.511,1.908,351.27,,,,,,,,,,,,,,,,
1598,7.415,185.74,21.704,18.946,1.367,354.97,,,,,,,,,,,,,,,,
1599,7.585,174.047,23.164,18.171,1.304,354.45,,,,,,,,,,,,,,,,
1600,7.629,181.583,25.477,13.824,1.348,356.11,,,,,,,,,,,,,,,,
1601,7.675,131.43,17.126,11.835,1.133,357.45,,,,,,,,,,,,,,,,
1602,7.709,154.131,13.546,20.583,1.504,358.83,,,,,,,,,,,,,,,,
1603,7.7,277.122,12.18,16.119,1.261,356.06,,,,,,,,,,,,,,,,
1604,7.632,532.025,23.847,15.268,1.355,357.81,,,,,,,,,,,,,,,,
1605,7.609,225.28,23.657,11.193,0.755,345.25,,,,,,,,,,,,,,,,
1606,7.506,200.637,25.793,26.963,1.782,336.83,,,,,,,,,,,,,,,,
1607,7.514,185.349,26.545,31.088,2.218,306.6,,,,,,,,,,,,,,,,
1608,7.461,193.9,30.854,25.626,1.583,307.44,,,,,,,,,,,,,,,,
1609,7.524,202.089,28.773,23.28,1.609,303.73,,,,,,,,,,,,,,,,
1610,7.502,210.704,29.337,29.131,2.56,295.78,,,,,,,,,,,,,,,,
1611,7.505,206.274,29.269,30.074,2.177,260.23,,,,,,,,,,,,,,,,
1612,7.38,199.745,28.869,31.57,2.053,237.01,,,,,,,,,,,,,,,,
1613,7.387,203.885,28.747,37.507,3.416,243.72,,,,,,,,,,,,,,,,
1614,7.549,198.651,28.791,38.58,3.258,276.97,,,,,,,,,,,,,,,,
1615,7.441,204.846,35.281,35.644,2.811,299.01,,,,,,,,,,,,,,,,
1616,7.511,215.243,32.188,29.641,1.865,278.95,,,,,,,,,,,,,,,,
1617,7.535,223.258,23.486,31.921,2.292,285.43,,,,,,,,,,,,,,,,
1618,7.476,241.59,31.214,40.712,1.61,278.77,,,,,,,,,,,,,,,,
1619,7.489,195.704,30.16,48.753,2.963,270.45,,,,,,,,,,,,,,,,
1620,7.557,185.567,25.23,31.902,2.61,288.55,,,,,,,,,,,,,,,,
1621,7.55,162.219,19.771,29.986,1.863,282.44,,,,,,,,,,,,,,,,
1622,7.469,134.823,19.909,32.95,1.644,292.05,,,,,,,,,,,,,,,,
1623,7.538,164.837,20.588,31.668,1.433,281.42,,,,,,,,,,,,,,,,
1624,7.546,156.004,17.444,33.402,1.437,279.03,,,,,,,,,,,,,,,,
1625,7.777,77.825,8.896,24.322,1.447,286.69,,,,,,,,,,,,,,,,
1626,7.715,62.334,10.213,20.115,1.714,302.01,,,,,,,,,,,,,,,,
1627,7.702,64.689,10.437,26.337,2.426,304.87,,,,,,,,,,,,,,,,
1628,7.471,113.213,18.663,32.872,2.956,319.07,,,,,,,,,,,,,,,,
1629,7.142,146.726,21.108,26.521,2.854,322.23,,,,,,,,,,,,,,,,
1630,7.292,160.74,24.307,23.866,2.142,319.67,,,,,,,,,,,,,,,,
1631,7.429,172.898,21.888,27.638,1.837,344.93,,,,,,,,,,,,,,,,
